Freq.	V(vout)
Step Information: Rc=100  (Run: 1/18)
1.67954669379695e+002	(2.23224101634329e+000dB,-1.79608190306632e+002°)
1.69122886489825e+002	(2.23224373751657e+000dB,-1.79610898249564e+002°)
1.70299229192542e+002	(2.23224642122889e+000dB,-1.79613587500114e+002°)
1.71483754005811e+002	(2.23224906799500e+000dB,-1.79616258187446e+002°)
1.72676517840712e+002	(2.23225167832349e+000dB,-1.79618910439823e+002°)
1.73877578004173e+002	(2.23225425271674e+000dB,-1.79621544384641e+002°)
1.75086992201722e+002	(2.23225679166906e+000dB,-1.79624160148409e+002°)
1.76304818540262e+002	(2.23225929566850e+000dB,-1.79626757856747e+002°)
1.77531115530859e+002	(2.23226176519568e+000dB,-1.79629337634429e+002°)
1.78765942091559e+002	(2.23226420072572e+000dB,-1.79631899605370e+002°)
1.80009357550214e+002	(2.23226660272624e+000dB,-1.79634443892611e+002°)
1.81261421647332e+002	(2.23226897165940e+000dB,-1.79636970618367e+002°)
1.82522194538952e+002	(2.23227130797964e+000dB,-1.79639479903985e+002°)
1.83791736799530e+002	(2.23227361213649e+000dB,-1.79641971869982e+002°)
1.85070109424850e+002	(2.23227588457235e+000dB,-1.79644446636076e+002°)
1.86357373834957e+002	(2.23227812572425e+000dB,-1.79646904321101e+002°)
1.87653591877105e+002	(2.23228033602251e+000dB,-1.79649345043141e+002°)
1.88958825828729e+002	(2.23228251589123e+000dB,-1.79651768919387e+002°)
1.90273138400440e+002	(2.23228466575111e+000dB,-1.79654176066291e+002°)
1.91596592739033e+002	(2.23228678601425e+000dB,-1.79656566599450e+002°)
1.92929252430526e+002	(2.23228887708816e+000dB,-1.79658940633718e+002°)
1.94271181503212e+002	(2.23229093937439e+000dB,-1.79661298283081e+002°)
1.95622444430736e+002	(2.23229297326969e+000dB,-1.79663639660833e+002°)
1.96983106135191e+002	(2.23229497916488e+000dB,-1.79665964879411e+002°)
1.98353231990243e+002	(2.23229695744484e+000dB,-1.79668274050491e+002°)
1.99732887824263e+002	(2.23229890849012e+000dB,-1.79670567285011e+002°)
2.01122139923497e+002	(2.23230083267584e+000dB,-1.79672844693115e+002°)
2.02521055035250e+002	(2.23230273037116e+000dB,-1.79675106384182e+002°)
2.03929700371087e+002	(2.23230460194155e+000dB,-1.79677352466868e+002°)
2.05348143610070e+002	(2.23230644774647e+000dB,-1.79679583049057e+002°)
2.06776452902004e+002	(2.23230826814003e+000dB,-1.79681798237882e+002°)
2.08214696870715e+002	(2.23231006347263e+000dB,-1.79683998139754e+002°)
2.09662944617343e+002	(2.23231183408889e+000dB,-1.79686182860347e+002°)
2.11121265723668e+002	(2.23231358032963e+000dB,-1.79688352504582e+002°)
2.12589730255447e+002	(2.23231530252988e+000dB,-1.79690507176707e+002°)
2.14068408765783e+002	(2.23231700102057e+000dB,-1.79692646980217e+002°)
2.15557372298516e+002	(2.23231867612828e+000dB,-1.79694772017875e+002°)
2.17056692391633e+002	(2.23232032817511e+000dB,-1.79696882391779e+002°)
2.18566441080709e+002	(2.23232195747815e+000dB,-1.79698978203284e+002°)
2.20086690902365e+002	(2.23232356435088e+000dB,-1.79701059553075e+002°)
2.21617514897754e+002	(2.23232514910172e+000dB,-1.79703126541124e+002°)
2.23158986616071e+002	(2.23232671203558e+000dB,-1.79705179266725e+002°)
2.24711180118085e+002	(2.23232825345242e+000dB,-1.79707217828471e+002°)
2.26274169979701e+002	(2.23232977364806e+000dB,-1.79709242324301e+002°)
2.27848031295537e+002	(2.23233127291583e+000dB,-1.79711252851445e+002°)
2.29432839682538e+002	(2.23233275154344e+000dB,-1.79713249506502e+002°)
2.31028671283605e+002	(2.23233420981465e+000dB,-1.79715232385381e+002°)
2.32635602771256e+002	(2.23233564801008e+000dB,-1.79717201583317e+002°)
2.34253711351306e+002	(2.23233706640572e+000dB,-1.79719157194915e+002°)
2.35883074766582e+002	(2.23233846527435e+000dB,-1.79721099314104e+002°)
2.37523771300654e+002	(2.23233984488498e+000dB,-1.79723028034196e+002°)
2.39175879781596e+002	(2.23234120550233e+000dB,-1.79724943447818e+002°)
2.40839479585777e+002	(2.23234254738827e+000dB,-1.79726845647004e+002°)
2.42514650641670e+002	(2.23234387080048e+000dB,-1.79728734723107e+002°)
2.44201473433696e+002	(2.23234517599328e+000dB,-1.79730610766892e+002°)
2.45900029006089e+002	(2.23234646321711e+000dB,-1.79732473868471e+002°)
2.47610398966789e+002	(2.23234773272029e+000dB,-1.79734324117337e+002°)
2.49332665491367e+002	(2.23234898474564e+000dB,-1.79736161602386e+002°)
2.51066911326967e+002	(2.23235021953492e+000dB,-1.79737986411872e+002°)
2.52813219796288e+002	(2.23235143732427e+000dB,-1.79739798633468e+002°)
2.54571674801581e+002	(2.23235263834866e+000dB,-1.79741598354214e+002°)
2.56342360828686e+002	(2.23235382283852e+000dB,-1.79743385660569e+002°)
2.58125362951087e+002	(2.23235499102148e+000dB,-1.79745160638400e+002°)
2.59920766834002e+002	(2.23235614312165e+000dB,-1.79746923372969e+002°)
2.61728658738497e+002	(2.23235727936120e+000dB,-1.79748673948959e+002°)
2.63549125525631e+002	(2.23235839995809e+000dB,-1.79750412450459e+002°)
2.65382254660629e+002	(2.23235950512749e+000dB,-1.79752138960981e+002°)
2.67228134217086e+002	(2.23236059508198e+000dB,-1.79753853563473e+002°)
2.69086852881196e+002	(2.23236167003119e+000dB,-1.79755556340286e+002°)
2.70958499956016e+002	(2.23236273018133e+000dB,-1.79757247373238e+002°)
2.72843165365754e+002	(2.23236377573671e+000dB,-1.79758926743558e+002°)
2.74740939660089e+002	(2.23236480689750e+000dB,-1.79760594531918e+002°)
2.76651914018525e+002	(2.23236582386223e+000dB,-1.79762250818439e+002°)
2.78576180254768e+002	(2.23236682682633e+000dB,-1.79763895682689e+002°)
2.80513830821139e+002	(2.23236781598257e+000dB,-1.79765529203685e+002°)
2.82464958813018e+002	(2.23236879152121e+000dB,-1.79767151459895e+002°)
2.84429657973311e+002	(2.23236975362934e+000dB,-1.79768762529257e+002°)
2.86408022696959e+002	(2.23237070249225e+000dB,-1.79770362489169e+002°)
2.88400148035474e+002	(2.23237163829192e+000dB,-1.79771951416490e+002°)
2.90406129701500e+002	(2.23237256120815e+000dB,-1.79773529387545e+002°)
2.92426064073417e+002	(2.23237347141888e+000dB,-1.79775096478136e+002°)
2.94460048199969e+002	(2.23237436909867e+000dB,-1.79776652763559e+002°)
2.96508179804927e+002	(2.23237525441984e+000dB,-1.79778198318576e+002°)
2.98570557291787e+002	(2.23237612755270e+000dB,-1.79779733217428e+002°)
3.00647279748492e+002	(2.23237698866525e+000dB,-1.79781257533857e+002°)
3.02738446952199e+002	(2.23237783792260e+000dB,-1.79782771341089e+002°)
3.04844159374069e+002	(2.23237867548694e+000dB,-1.79784274711839e+002°)
3.06964518184094e+002	(2.23237950152180e+000dB,-1.79785767718341e+002°)
3.09099625255960e+002	(2.23238031618438e+000dB,-1.79787250432327e+002°)
3.11249583171940e+002	(2.23238111963178e+000dB,-1.79788722925007e+002°)
3.13414495227826e+002	(2.23238191201747e+000dB,-1.79790185267133e+002°)
3.15594465437884e+002	(2.23238269349447e+000dB,-1.79791637528949e+002°)
3.17789598539861e+002	(2.23238346421280e+000dB,-1.79793079780235e+002°)
3.20000000000009e+002	(2.23238422432056e+000dB,-1.79794512090262e+002°)
3.22225776018160e+002	(2.23238497396381e+000dB,-1.79795934527849e+002°)
3.24467033532819e+002	(2.23238571328663e+000dB,-1.79797347161329e+002°)
3.26723880226312e+002	(2.23238644243148e+000dB,-1.79798750058564e+002°)
3.28996424529951e+002	(2.23238716153774e+000dB,-1.79800143286957e+002°)
3.31284775629251e+002	(2.23238787074377e+000dB,-1.79801526913431e+002°)
3.33589043469169e+002	(2.23238857018626e+000dB,-1.79802901004466e+002°)
3.35909338759392e+002	(2.23238925999942e+000dB,-1.79804265626061e+002°)
3.38245772979652e+002	(2.23238994031603e+000dB,-1.79805620843794e+002°)
3.40598458385085e+002	(2.23239061126643e+000dB,-1.79806966722752e+002°)
3.42967508011624e+002	(2.23239127297978e+000dB,-1.79808303327608e+002°)
3.45353035681427e+002	(2.23239192558321e+000dB,-1.79809630722564e+002°)
3.47755156008349e+002	(2.23239256920216e+000dB,-1.79810948971387e+002°)
3.50173984403447e+002	(2.23239320396013e+000dB,-1.79812258137424e+002°)
3.52609637080526e+002	(2.23239382997966e+000dB,-1.79813558283554e+002°)
3.55062231061721e+002	(2.23239444738050e+000dB,-1.79814849472247e+002°)
3.57531884183121e+002	(2.23239505628150e+000dB,-1.79816131765521e+002°)
3.60018715100430e+002	(2.23239565679966e+000dB,-1.79817405224999e+002°)
3.62522843294667e+002	(2.23239624905021e+000dB,-1.79818669911844e+002°)
3.65044389077907e+002	(2.23239683314752e+000dB,-1.79819925886819e+002°)
3.67583473599063e+002	(2.23239740920310e+000dB,-1.79821173210268e+002°)
3.70140218849704e+002	(2.23239797732841e+000dB,-1.79822411942110e+002°)
3.72714747669917e+002	(2.23239853763188e+000dB,-1.79823642141856e+002°)
3.75307183754213e+002	(2.23239909022192e+000dB,-1.79824863868601e+002°)
3.77917651657462e+002	(2.23239963520399e+000dB,-1.79826077181051e+002°)
3.80546276800883e+002	(2.23240017268321e+000dB,-1.79827282137495e+002°)
3.83193185478069e+002	(2.23240070276304e+000dB,-1.79828478795813e+002°)
3.85858504861056e+002	(2.23240122554537e+000dB,-1.79829667213503e+002°)
3.88542363006427e+002	(2.23240174113027e+000dB,-1.79830847447656e+002°)
3.91244888861474e+002	(2.23240224961685e+000dB,-1.79832019554972e+002°)
3.93966212270386e+002	(2.23240275110318e+000dB,-1.79833183591756e+002°)
3.96706463980488e+002	(2.23240324568547e+000dB,-1.79834339613946e+002°)
3.99465775648529e+002	(2.23240373345857e+000dB,-1.79835487677073e+002°)
4.02244279846998e+002	(2.23240421451659e+000dB,-1.79836627836284e+002°)
4.05042110070503e+002	(2.23240468895199e+000dB,-1.79837760146367e+002°)
4.07859400742177e+002	(2.23240515685539e+000dB,-1.79838884661719e+002°)
4.10696287220143e+002	(2.23240561831707e+000dB,-1.79840001436359e+002°)
4.13552905804011e+002	(2.23240607342591e+000dB,-1.79841110523945e+002°)
4.16429393741432e+002	(2.23240652226900e+000dB,-1.79842211977764e+002°)
4.19325889234690e+002	(2.23240696493297e+000dB,-1.79843305850714e+002°)
4.22242531447340e+002	(2.23240740150252e+000dB,-1.79844392195373e+002°)
4.25179460510898e+002	(2.23240783206191e+000dB,-1.79845471063914e+002°)
4.28136817531570e+002	(2.23240825669353e+000dB,-1.79846542508177e+002°)
4.31114744597035e+002	(2.23240867547935e+000dB,-1.79847606579639e+002°)
4.34113384783269e+002	(2.23240908849929e+000dB,-1.79848663329410e+002°)
4.37132882161421e+002	(2.23240949583368e+000dB,-1.79849712808269e+002°)
4.40173381804733e+002	(2.23240989755984e+000dB,-1.79850755066638e+002°)
4.43235029795511e+002	(2.23241029375553e+000dB,-1.79851790154576e+002°)
4.46317973232145e+002	(2.23241068449655e+000dB,-1.79852818121829e+002°)
4.49422360236174e+002	(2.23241106985815e+000dB,-1.79853839017772e+002°)
4.52548339959406e+002	(2.23241144991460e+000dB,-1.79854852891463e+002°)
4.55696062591078e+002	(2.23241182473874e+000dB,-1.79855859791598e+002°)
4.58865679365080e+002	(2.23241219440221e+000dB,-1.79856859766560e+002°)
4.62057342567214e+002	(2.23241255897684e+000dB,-1.79857852864389e+002°)
4.65271205542515e+002	(2.23241291853211e+000dB,-1.79858839132796e+002°)
4.68507422702616e+002	(2.23241327313750e+000dB,-1.79859818619169e+002°)
4.71766149533168e+002	(2.23241362286059e+000dB,-1.79860791370559e+002°)
4.75047542601312e+002	(2.23241396776915e+000dB,-1.79861757433701e+002°)
4.78351759563197e+002	(2.23241430792968e+000dB,-1.79862716855015e+002°)
4.81678959171558e+002	(2.23241464340657e+000dB,-1.79863669680588e+002°)
4.85029301283344e+002	(2.23241497426507e+000dB,-1.79864615956196e+002°)
4.88402946867396e+002	(2.23241530056877e+000dB,-1.79865555727311e+002°)
4.91800058012181e+002	(2.23241562237981e+000dB,-1.79866489039076e+002°)
4.95220797933582e+002	(2.23241593976079e+000dB,-1.79867415936324e+002°)
4.98665330982737e+002	(2.23241625277212e+000dB,-1.79868336463599e+002°)
5.02133822653938e+002	(2.23241656147398e+000dB,-1.79869250665118e+002°)
5.05626439592579e+002	(2.23241686592626e+000dB,-1.79870158584809e+002°)
5.09143349603166e+002	(2.23241716618651e+000dB,-1.79871060266279e+002°)
5.12684721657376e+002	(2.23241746231358e+000dB,-1.79871955752862e+002°)
5.16250725902179e+002	(2.23241775436361e+000dB,-1.79872845087574e+002°)
5.19841533668009e+002	(2.23241804239294e+000dB,-1.79873728313144e+002°)
5.23457317476998e+002	(2.23241832645691e+000dB,-1.79874605472006e+002°)
5.27098251051265e+002	(2.23241860660993e+000dB,-1.79875476606297e+002°)
5.30764509321261e+002	(2.23241888290640e+000dB,-1.79876341757877e+002°)
5.34456268434175e+002	(2.23241915539847e+000dB,-1.79877200968304e+002°)
5.38173705762396e+002	(2.23241942413946e+000dB,-1.79878054278864e+002°)
5.41916999912037e+002	(2.23241968918063e+000dB,-1.79878901730544e+002°)
5.45686330731512e+002	(2.23241995057275e+000dB,-1.79879743364068e+002°)
5.49481879320182e+002	(2.23242020836641e+000dB,-1.79880579219871e+002°)
5.53303828037053e+002	(2.23242046261079e+000dB,-1.79881409338104e+002°)
5.57152360509539e+002	(2.23242071335493e+000dB,-1.79882233758657e+002°)
5.61027661642283e+002	(2.23242096064722e+000dB,-1.79883052521134e+002°)
5.64929917626039e+002	(2.23242120453498e+000dB,-1.79883865664871e+002°)
5.68859315946625e+002	(2.23242144506509e+000dB,-1.79884673228937e+002°)
5.72816045393923e+002	(2.23242168228358e+000dB,-1.79885475252125e+002°)
5.76800296070952e+002	(2.23242191623624e+000dB,-1.79886271772974e+002°)
5.80812259403004e+002	(2.23242214696822e+000dB,-1.79887062829754e+002°)
5.84852128146837e+002	(2.23242237452365e+000dB,-1.79887848460461e+002°)
5.88920096399941e+002	(2.23242259894610e+000dB,-1.79888628702846e+002°)
5.93016359609859e+002	(2.23242282027869e+000dB,-1.79889403594393e+002°)
5.97141114583579e+002	(2.23242303856453e+000dB,-1.79890173172337e+002°)
6.01294559496990e+002	(2.23242325384499e+000dB,-1.79890937473643e+002°)
6.05476893904404e+002	(2.23242346616164e+000dB,-1.79891696535038e+002°)
6.09688318748142e+002	(2.23242367555529e+000dB,-1.79892450392984e+002°)
6.13929036368192e+002	(2.23242388206598e+000dB,-1.79893199083710e+002°)
6.18199250511924e+002	(2.23242408573379e+000dB,-1.79893942643172e+002°)
6.22499166343886e+002	(2.23242428659785e+000dB,-1.79894681107103e+002°)
6.26828990455656e+002	(2.23242448469619e+000dB,-1.79895414510979e+002°)
6.31188930875773e+002	(2.23242468006767e+000dB,-1.79896142890045e+002°)
6.35579197079727e+002	(2.23242487274885e+000dB,-1.79896866279278e+002°)
6.40000000000024e+002	(2.23242506277773e+000dB,-1.79897584713446e+002°)
6.44451552036324e+002	(2.23242525019044e+000dB,-1.79898298227061e+002°)
6.48934067065643e+002	(2.23242543502302e+000dB,-1.79899006854403e+002°)
6.53447760452628e+002	(2.23242561731095e+000dB,-1.79899710629519e+002°)
6.57992849059907e+002	(2.23242579708913e+000dB,-1.79900409586223e+002°)
6.62569551258507e+002	(2.23242597439206e+000dB,-1.79901103758093e+002°)
6.67178086938343e+002	(2.23242614925459e+000dB,-1.79901793178481e+002°)
6.71818677518788e+002	(2.23242632170938e+000dB,-1.79902477880509e+002°)
6.76491545959309e+002	(2.23242649179015e+000dB,-1.79903157897073e+002°)
6.81196916770176e+002	(2.23242665952900e+000dB,-1.79903833260846e+002°)
6.85935016023254e+002	(2.23242682495894e+000dB,-1.79904504004274e+002°)
6.90706071362860e+002	(2.23242698811119e+000dB,-1.79905170159582e+002°)
6.95510312016704e+002	(2.23242714901630e+000dB,-1.79905831758775e+002°)
7.00347968806900e+002	(2.23242730770718e+000dB,-1.79906488833644e+002°)
7.05219274161058e+002	(2.23242746421314e+000dB,-1.79907141415752e+002°)
7.10124462123448e+002	(2.23242761856465e+000dB,-1.79907789536454e+002°)
7.15063768366248e+002	(2.23242777079135e+000dB,-1.79908433226886e+002°)
7.20037430200866e+002	(2.23242792092214e+000dB,-1.79909072517979e+002°)
7.25045686589339e+002	(2.23242806898626e+000dB,-1.79909707440444e+002°)
7.30088778155819e+002	(2.23242821501157e+000dB,-1.79910338024789e+002°)
7.35166947198131e+002	(2.23242835902651e+000dB,-1.79910964301304e+002°)
7.40280437699413e+002	(2.23242850105898e+000dB,-1.79911586300084e+002°)
7.45429495339841e+002	(2.23242864113567e+000dB,-1.79912204051007e+002°)
7.50614367508432e+002	(2.23242877928448e+000dB,-1.79912817583759e+002°)
7.55835303314929e+002	(2.23242891553100e+000dB,-1.79913426927814e+002°)
7.61092553601771e+002	(2.23242904990198e+000dB,-1.79914032112449e+002°)
7.66386370956144e+002	(2.23242918242286e+000dB,-1.79914633166738e+002°)
7.71717009722117e+002	(2.23242931311931e+000dB,-1.79915230119558e+002°)
7.77084726012860e+002	(2.23242944201644e+000dB,-1.79915822999588e+002°)
7.82489777722955e+002	(2.23242956913922e+000dB,-1.79916411835318e+002°)
7.87932424540777e+002	(2.23242969451169e+000dB,-1.79916996655037e+002°)
7.93412927960983e+002	(2.23242981815795e+000dB,-1.79917577486839e+002°)
7.98931551297063e+002	(2.23242994010215e+000dB,-1.79918154358631e+002°)
8.04488559694002e+002	(2.23243006036753e+000dB,-1.79918727298131e+002°)
8.10084220141011e+002	(2.23243017897701e+000dB,-1.79919296332868e+002°)
8.15718801484360e+002	(2.23243029595376e+000dB,-1.79919861490171e+002°)
8.21392574440291e+002	(2.23243041132009e+000dB,-1.79920422797203e+002°)
8.27105811608028e+002	(2.23243052509815e+000dB,-1.79920980280930e+002°)
8.32858787482871e+002	(2.23243063730964e+000dB,-1.79921533968129e+002°)
8.38651778469386e+002	(2.23243074797647e+000dB,-1.79922083885412e+002°)
8.44485062894686e+002	(2.23243085711956e+000dB,-1.79922630059193e+002°)
8.50358921021801e+002	(2.23243096475988e+000dB,-1.79923172515715e+002°)
8.56273635063146e+002	(2.23243107091868e+000dB,-1.79923711281040e+002°)
8.62229489194076e+002	(2.23243117561561e+000dB,-1.79924246381055e+002°)
8.68226769566545e+002	(2.23243127887154e+000dB,-1.79924777841462e+002°)
8.74265764322848e+002	(2.23243138070576e+000dB,-1.79925305687804e+002°)
8.80346763609472e+002	(2.23243148113782e+000dB,-1.79925829945434e+002°)
8.86470059591028e+002	(2.23243158018742e+000dB,-1.79926350639545e+002°)
8.92635946464296e+002	(2.23243167787340e+000dB,-1.79926867795149e+002°)
8.98844720472355e+002	(2.23243177421434e+000dB,-1.79927381437095e+002°)
9.05096679918818e+002	(2.23243186922914e+000dB,-1.79927891590064e+002°)
9.11392125182163e+002	(2.23243196293548e+000dB,-1.79928398278562e+002°)
9.17731358730167e+002	(2.23243205535215e+000dB,-1.79928901526933e+002°)
9.24114685134435e+002	(2.23243214649632e+000dB,-1.79929401359357e+002°)
9.30542411085037e+002	(2.23243223638571e+000dB,-1.79929897799848e+002°)
9.37014845405239e+002	(2.23243232503759e+000dB,-1.79930390872257e+002°)
9.43532299066344e+002	(2.23243241246901e+000dB,-1.79930880600274e+002°)
9.50095085202631e+002	(2.23243249869656e+000dB,-1.79931367007431e+002°)
9.56703519126400e+002	(2.23243258373739e+000dB,-1.79931850117091e+002°)
9.63357918343123e+002	(2.23243266760710e+000dB,-1.79932329952471e+002°)
9.70058602566695e+002	(2.23243275032217e+000dB,-1.79932806536620e+002°)
9.76805893734798e+002	(2.23243283189869e+000dB,-1.79933279892438e+002°)
9.83600116024369e+002	(2.23243291235197e+000dB,-1.79933750042667e+002°)
9.90441595867171e+002	(2.23243299169764e+000dB,-1.79934217009894e+002°)
9.97330661965481e+002	(2.23243306995097e+000dB,-1.79934680816559e+002°)
1.00426764530788e+003	(2.23243314712700e+000dB,-1.79935141484938e+002°)
1.01125287918517e+003	(2.23243322324054e+000dB,-1.79935599037173e+002°)
1.01828669920634e+003	(2.23243329830624e+000dB,-1.79936053495240e+002°)
1.02536944331476e+003	(2.23243337233833e+000dB,-1.79936504880976e+002°)
1.03250145180437e+003	(2.23243344535122e+000dB,-1.79936953216066e+002°)
1.03968306733603e+003	(2.23243351735895e+000dB,-1.79937398522053e+002°)
1.04691463495400e+003	(2.23243358837554e+000dB,-1.79937840820329e+002°)
1.05419650210254e+003	(2.23243365841428e+000dB,-1.79938280132149e+002°)
1.06152901864253e+003	(2.23243372748881e+000dB,-1.79938716478616e+002°)
1.06891253686836e+003	(2.23243379561239e+000dB,-1.79939149880692e+002°)
1.07634741152480e+003	(2.23243386279831e+000dB,-1.79939580359205e+002°)
1.08383399982408e+003	(2.23243392905874e+000dB,-1.79940007934836e+002°)
1.09137266146303e+003	(2.23243399440717e+000dB,-1.79940432628124e+002°)
1.09896375864037e+003	(2.23243405885613e+000dB,-1.79940854459478e+002°)
1.10660765607411e+003	(2.23243412241766e+000dB,-1.79941273449164e+002°)
1.11430472101909e+003	(2.23243418510434e+000dB,-1.79941689617311e+002°)
1.12205532328457e+003	(2.23243424692746e+000dB,-1.79942102983915e+002°)
1.12985983525209e+003	(2.23243430790023e+000dB,-1.79942513568836e+002°)
1.13771863189326e+003	(2.23243436803286e+000dB,-1.79942921391799e+002°)
1.14563209078785e+003	(2.23243442733803e+000dB,-1.79943326472401e+002°)
1.15360059214191e+003	(2.23243448582677e+000dB,-1.79943728830103e+002°)
1.16162451880602e+003	(2.23243454350993e+000dB,-1.79944128484234e+002°)
1.16970425629368e+003	(2.23243460039918e+000dB,-1.79944525453997e+002°)
1.17784019279989e+003	(2.23243465650526e+000dB,-1.79944919758466e+002°)
1.18603271921973e+003	(2.23243471183894e+000dB,-1.79945311416585e+002°)
1.19428222916717e+003	(2.23243476641087e+000dB,-1.79945700447170e+002°)
1.20258911899399e+003	(2.23243482023153e+000dB,-1.79946086868911e+002°)
1.21095378780882e+003	(2.23243487331089e+000dB,-1.79946470700375e+002°)
1.21937663749629e+003	(2.23243492565971e+000dB,-1.79946851960004e+002°)
1.22785807273639e+003	(2.23243497728806e+000dB,-1.79947230666115e+002°)
1.23639850102386e+003	(2.23243502820530e+000dB,-1.79947606836904e+002°)
1.24499833268778e+003	(2.23243507842178e+000dB,-1.79947980490442e+002°)
1.25365798091132e+003	(2.23243512794657e+000dB,-1.79948351644683e+002°)
1.26237786175156e+003	(2.23243517679014e+000dB,-1.79948720317459e+002°)
1.27115839415946e+003	(2.23243522496095e+000dB,-1.79949086526483e+002°)
1.28000000000006e+003	(2.23243527246843e+000dB,-1.79949450289349e+002°)
1.28890310407266e+003	(2.23243531932189e+000dB,-1.79949811623533e+002°)
1.29786813413129e+003	(2.23243536553036e+000dB,-1.79950170546397e+002°)
1.30689552090527e+003	(2.23243541110289e+000dB,-1.79950527075185e+002°)
1.31598569811982e+003	(2.23243545604807e+000dB,-1.79950881227029e+002°)
1.32513910251702e+003	(2.23243550037433e+000dB,-1.79951233018939e+002°)
1.33435617387669e+003	(2.23243554409038e+000dB,-1.79951582467822e+002°)
1.34363735503759e+003	(2.23243558720445e+000dB,-1.79951929590465e+002°)
1.35298309191863e+003	(2.23243562972500e+000dB,-1.79952274403545e+002°)
1.36239383354036e+003	(2.23243567166001e+000dB,-1.79952616923631e+002°)
1.37187003204652e+003	(2.23243571301812e+000dB,-1.79952957167176e+002°)
1.38141214272573e+003	(2.23243575380651e+000dB,-1.79953295150529e+002°)
1.39102062403342e+003	(2.23243579403341e+000dB,-1.79953630889929e+002°)
1.40069593761381e+003	(2.23243583370654e+000dB,-1.79953964401508e+002°)
1.41043854832213e+003	(2.23243587283392e+000dB,-1.79954295701286e+002°)
1.42024892424691e+003	(2.23243591142210e+000dB,-1.79954624805183e+002°)
1.43012753673251e+003	(2.23243594947909e+000dB,-1.79954951729008e+002°)
1.44007486040174e+003	(2.23243598701218e+000dB,-1.79955276488473e+002°)
1.45009137317869e+003	(2.23243602402899e+000dB,-1.79955599099176e+002°)
1.46017755631165e+003	(2.23243606053566e+000dB,-1.79955919576621e+002°)
1.47033389439627e+003	(2.23243609653979e+000dB,-1.79956237936203e+002°)
1.48056087539884e+003	(2.23243613204849e+000dB,-1.79956554193219e+002°)
1.49085899067969e+003	(2.23243616706839e+000dB,-1.79956868362863e+002°)
1.50122873501687e+003	(2.23243620160584e+000dB,-1.79957180460228e+002°)
1.51167060662987e+003	(2.23243623566824e+000dB,-1.79957490500312e+002°)
1.52218510720355e+003	(2.23243626926139e+000dB,-1.79957798498008e+002°)
1.53277274191230e+003	(2.23243630239211e+000dB,-1.79958104468116e+002°)
1.54343401944424e+003	(2.23243633506677e+000dB,-1.79958408425335e+002°)
1.55416945202573e+003	(2.23243636729147e+000dB,-1.79958710384269e+002°)
1.56497955544592e+003	(2.23243639907257e+000dB,-1.79959010359426e+002°)
1.57586484908157e+003	(2.23243643041640e+000dB,-1.79959308365218e+002°)
1.58682585592198e+003	(2.23243646132840e+000dB,-1.79959604415963e+002°)
1.59786310259414e+003	(2.23243649181489e+000dB,-1.79959898525886e+002°)
1.60897711938801e+003	(2.23243652188174e+000dB,-1.79960190709116e+002°)
1.62016844028203e+003	(2.23243655153470e+000dB,-1.79960480979691e+002°)
1.63143760296873e+003	(2.23243658077970e+000dB,-1.79960769351557e+002°)
1.64278514888059e+003	(2.23243660962175e+000dB,-1.79961055838571e+002°)
1.65421162321607e+003	(2.23243663806681e+000dB,-1.79961340454495e+002°)
1.66571757496575e+003	(2.23243666612015e+000dB,-1.79961623213006e+002°)
1.67730355693878e+003	(2.23243669378751e+000dB,-1.79961904127686e+002°)
1.68897012578938e+003	(2.23243672107407e+000dB,-1.79962183212034e+002°)
1.70071784204361e+003	(2.23243674798465e+000dB,-1.79962460479456e+002°)
1.71254727012630e+003	(2.23243677452502e+000dB,-1.79962735943278e+002°)
1.72445897838816e+003	(2.23243680069969e+000dB,-1.79963009616731e+002°)
1.73645353913310e+003	(2.23243682651428e+000dB,-1.79963281512965e+002°)
1.74853152864571e+003	(2.23243685197356e+000dB,-1.79963551645044e+002°)
1.76069352721896e+003	(2.23243687708204e+000dB,-1.79963820025945e+002°)
1.77294011918207e+003	(2.23243690184511e+000dB,-1.79964086668564e+002°)
1.78527189292860e+003	(2.23243692626734e+000dB,-1.79964351585709e+002°)
1.79768944094472e+003	(2.23243695035343e+000dB,-1.79964614790112e+002°)
1.81019335983765e+003	(2.23243697410745e+000dB,-1.79964876294417e+002°)
1.82278425036434e+003	(2.23243699753490e+000dB,-1.79965136111187e+002°)
1.83546271746035e+003	(2.23243702063953e+000dB,-1.79965394252907e+002°)
1.84822937026888e+003	(2.23243704342635e+000dB,-1.79965650731979e+002°)
1.86108482217009e+003	(2.23243706589955e+000dB,-1.79965905560724e+002°)
1.87402969081049e+003	(2.23243708806306e+000dB,-1.79966158751386e+002°)
1.88706459813270e+003	(2.23243710992174e+000dB,-1.79966410316131e+002°)
1.90019017040527e+003	(2.23243713147958e+000dB,-1.79966660267045e+002°)
1.91340703825281e+003	(2.23243715274033e+000dB,-1.79966908616136e+002°)
1.92671583668626e+003	(2.23243717370868e+000dB,-1.79967155375336e+002°)
1.94011720513340e+003	(2.23243719438807e+000dB,-1.79967400556502e+002°)
1.95361178746961e+003	(2.23243721478287e+000dB,-1.79967644171415e+002°)
1.96720023204875e+003	(2.23243723489717e+000dB,-1.79967886231774e+002°)
1.98088319173436e+003	(2.23243725473409e+000dB,-1.79968126749215e+002°)
1.99466132393098e+003	(2.23243727429820e+000dB,-1.79968365735291e+002°)
